"","X.1","place","subject","identifier","type","lastname","firstname","translator","title","volume","edition","place_4","place_3","place_2","publisher","year","format","ISBN","ISSN","ISMN","EAN.UPC","binding.price","language","country","date.of.publication","description","collective.title","links","relation","rights","subject.headings","connected.titles","uniform.title","frequency","wv.number","Freq","X","latitude","longitude","author"
"9496",9496,"Budapest","810 Englische Literatur Amerikas ; B Belletristik","ISBN:963-307-188-7 kart. : Ft 248.00, IDN:930881389",NA,"Steel","Danielle",NA,"Kalandvágy : regény / Danielle Steel. [Ford.: László Zsófia]","","",NA,NA,NA," Árkádia",1991,"412 S. ; 20 cm","963-307-188-7",NA,NA,NA,"kart. : Ft 248.00","hun","XA-HU","","","","","",NA,"","","","","93,G03,1144",1015,262,47.4979937,19.0403594,"Steel, Danielle"
"9498",9498,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-266-137-7 Pp. : Ft 2900.00, IDN:100763250X",NA,"Müller","Herta"," Nádori, Lídia [Übersetzer]","Lélegzethinta / Herta Müller. [Nádori Lídia ford.]","","",NA,NA,NA," Cartaphilus",2010,"335 S. ; 20 cm","978-963-266-137-7",NA,NA,NA,"Pp. : Ft 2900.00","hun","XA-HU","",NA,"","","",NA,"","","Atemschaukel <ungar.>","","11,A14",1015,262,47.4979937,19.0403594,"Müller, Herta"
"9502",9502,"Budapest","59 Belletristik","ISBN:963-07-5081-3 kart. : Ft 75.00, IDN:920703100",NA,"Oberthür","Irene",NA,"Idegen arcom : regény / Irene Oberthür. Ford. Juhász Edit","","",NA,NA,NA," Európa Könyvk.",1990,"226 S. ; 18 cm","963-07-5081-3",NA,NA,NA,"kart. : Ft 75.00","hun","XA-HU","","","Femina; Nők lapja","","",NA,"","","Mein fremdes Gesicht <ungar.>","","92,G02,1123",1015,262,47.4979937,19.0403594,"Oberthür, Irene"
"9503",9503,"Budapest","59 Belletristik","ISBN:963-07-5322-7 Pp. : Ft 198.00, IDN:930263081",NA,"Dörrie","Doris",NA,"Szenvedélyes, szerelmek és egyéb nyavalyák / Doris Dörrie. Ford. S. Takács Zsuzsanna","","",NA,NA,NA," Európa Könyvk.",1992,"165 S. ; 19 cm","963-07-5322-7",NA,NA,NA,"Pp. : Ft 198.00","hun","XA-HU","","","","","",NA,"","","Liebe, Schmerz und das ganze verdammte Zeug <ungar.>","","93,G01,1192",1015,262,47.4979937,19.0403594,"Dörrie, Doris"
"9504",9504,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-06-7 kart. : Ft 850.00, IDN:975622765",NA,"Courths-Mahler","Hedwig",NA,"Könnyek árja / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2005,"233 S. ; 18 cm","963-7042-06-7",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Ich hab' so viel um dich geweint <ungar.>",NA,"06,A17,2202",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9513",9513,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-547-857-7 Pp., IDN:975474081",NA,"Küppers","Topsy",NA,"Minden álom Bécsbe vezet : dokumentumregény / Topsy Küppers. [Ford. Kajtár Mária]","","",NA,NA,NA," Magyar Könyvklub",2003,"354 S. : Ill. ; 21 cm","963-547-857-7",NA,NA,NA,"Pp.","hun","XA-HU",NA,NA,"","","",NA,"","","Alle Träume führen nach Wien <ungar.>","","06,A22,1821",1015,262,47.4979937,19.0403594,"Küppers, Topsy"
"9516",9516,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-452-041-2 Broschur, IDN:1141602547","","Link","Charlotte"," Szabó Károly, B. [Übersetzer]","[Link] ; A róka völgyében / Charlotte Link ; fordította: B. Szabó Károly","","",NA,NA,NA," General Press Könyvkiadó",2017,"449 Seiten ; 20 cm","978-963-452-041-2","",NA,NA,"Broschur","hun","XA-HU","",NA,"","","",NA,"","","Charlotte Link: Im Tal des Fuchses","","17,A43",1015,262,47.4979937,19.0403594,"Link, Charlotte"
"9517",9517,"Budapest","59 Belletristik","ISBN:963-296-524-8 kart. : Ft 696.00, IDN:967341582",NA,"Courths-Mahler","Hedwig",NA,"Vezeklés / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," Bastei Budapest K.",2001,"189 S. ; 18 cm","963-296-524-8",NA,NA,NA,"kart. : Ft 696.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Lena Warnstetten <ungar.>",NA,"03,G02,1929",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9523",9523,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-324-767-9 Broschur, IDN:1216119031",NA,"Jacobs","Anne"," Almássy, Ágnes [Übersetzer]","[Jacobs] ; A villa lányai / Anne Jacobs ; Hungarian translation Almássy Ágnes","","",NA,NA,NA," Central Könyvek",2020,"579 Seiten ; 21 cm","978-963-324-767-9",NA,NA,NA,"Broschur","hun","XA-HU","",NA,"","","",NA,"Augsburg ; Familie ; Tuchhandel ; Geschichte 1916-1920","","Anne Jacobs: Die Töchter der Tuchvilla",NA,"20,A38",1015,262,47.4979937,19.0403594,"Jacobs, Anne"
"9525",9525,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-325-057-0 kart. : EUR 850.00, IDN:1025172345",NA,"Courths-Mahler","Hedwig"," Herceg, Miklós [Übersetzer]","Vörös rózsak / Hedwig Courths-Mahler. [Ford.: Herceg Miklós]","","2. k.",NA,NA,NA," EX-BB K.",2011,"206 S. ; 18 cm","978-963-325-057-0",NA,NA,NA,"kart. : EUR 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Rote Rosen <ungar.>","","13,A46",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9527",9527,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9896-45-1 kart. : Ft 850.00, IDN:1042738270",NA,"Courths-Mahler","Hedwig"," Simon, Jolán [Übersetzer]","Szívek titka / Hedwig Courths-Mahler. [Ford.: Simon Jolán]","","",NA,NA,NA," EX-BB K.",2010,"140 S. ; 18 cm","978-963-9896-45-1",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU","",NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","","","94,P01",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9528",9528,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-25-8 kart. : Ft 878.00, IDN:970420773",NA,"Courths-Mahler","Hedwig",NA,"Boldogság szigete / Hedwig Courths-Mahler. [Ford.: Bethlen Katalin]","","",NA,NA,NA," Ex-BB K.",2003,"286 S. ; 18 cm","963-9480-25-8",NA,NA,NA,"kart. : Ft 878.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Das Findelkind von Paradiso <ungar.>","","04,A15,1521",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9532",9532,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-325-063-1 kart. : Ft 850.00, IDN:102675299X",NA,"Courths-Mahler","Hedwig"," Szájer, Zoltan [Übersetzer]","Eljő a mi napunk / Hedwig Courths-Mahler. [Ford.: Szájer Zoltán]","","2. k.",NA,NA,NA," EX-BB K.",2011,"188 S. ; 18 cm","978-963-325-063-1",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Unser Tag wird kommen <ungar.>","","13,A45",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9534",9534,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-97-5 kart. : Ft 720.00, IDN:972746870",NA,"Courths-Mahler","Hedwig",NA,"Gyökértelenül / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2004,"141 S. ; 18 cm","963-9480-97-5",NA,NA,NA,"kart. : Ft 720.00","hun","XA-HU","",NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Auf falschem Boden <ungar.>",NA,"05,A36,1479",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9535",9535,"Budapest","59 Belletristik","ISBN:963-296-536-1 kart. : Ft 749.00, IDN:968069096",NA,"Courths-Mahler","Hedwig",NA,"Borúra derű / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," Bastei Budapest K.",2002,"235 S. ; 18 cm","963-296-536-1",NA,NA,NA,"kart. : Ft 749.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Nach dunklen Schatten das Glück <ungar.>",NA,"03,G03,1611",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9538",9538,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-65-7 kart. : Ft 749.00, IDN:970239645",NA,"Courths-Mahler","Hedwig",NA,"A fátyolos hölgy / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," Ex-BB K.",2003,"189 S. ; 18 cm","963-9480-65-7",NA,NA,NA,"kart. : Ft 749.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei romantik","","",NA,"","","Die verschleierte Frau <ungar.>","","05,A11,1613",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9540",9540,"Budapest","59 Belletristik","ISBN:963-296-079-3 kart. : Ft 358.00, IDN:951044060",NA,"Courths-Mahler","Hedwig",NA,"Két asszony / Hedwig Courths-Mahler. [Ford.: Komáromy Rudolf]","","",NA,NA,NA," Bastei Budapest K.",1997,"219 S. ; 18 cm","963-296-079-3",NA,NA,NA,"kart. : Ft 358.00","hun","XA-HU","","","Hedwig Courths-Mahler: [Regények] Hedwig Courths-Mahler regényei, 1950 : Verfasser","","http://d-nb.info/941600645",NA,"","","","","97,G04,1389",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9547",9547,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-355-326-8 Broschur, IDN:1131573765","","Peetz","Monika"," Erzsébet, Liska [Übersetzer]","[Peetz] ; A keddi nök es a sok zöldseg / Monika Peetz ; forditotta Liska Erzsébet","","",NA,NA,NA," Park könyvkiadó",2017,"349 Seiten ; 21 cm","978-963-355-326-8","",NA,NA,"Broschur","hun","XA-HU","",NA,"","","",NA,"","","Monika Peetz: Die Dienstagsfrauen zwischen Kraut und Rüben","","17,A28",1015,262,47.4979937,19.0403594,"Peetz, Monika"
"9549",9549,"Budapest","59 Belletristik","ISBN:963-296-474-8 kart. : Ft 799.00, IDN:966003705",NA,"Courths-Mahler","Hedwig",NA,"A szív jogán / Hedwig Courths-Mahler. [Ford.: Falvay Dóra]","","",NA,NA,NA," Bastei Budapest K.",2001,"314 S. ; 18 cm","963-296-474-8",NA,NA,NA,"kart. : Ft 799.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Nur wer die Sehnsucht kennt <ungar.>",NA,"03,G01,1743",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9551",9551,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-06-9552-7 kart., IDN:1010964402",NA,"Reimer","Elisabeth",NA,"Égre nyíló ablak / Elisabeth Reimer. [Ford. Barbarics Lajosné]","","",NA,NA,NA," L. Barbarics",2010,"233 S. : Ill. ; 21 cm","978-963-06-9552-7",NA,NA,NA,"kart.","hun","XA-HU","",NA,"","","",NA,"","","Das offene Fenster zum Himmel <ungar.>","","11,A33",1015,262,47.4979937,19.0403594,"Reimer, Elisabeth"
"9552",9552,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-236-180-2 kart. : Ft 1800.00, IDN:1014475961","","Obexer","Margareth"," Veress, Anna [Übersetzer]","A kísértethajó / Margareth Obexer","","",NA,NA,NA," L'Harmattan K.",2009,"135 S. ; 21 cm","978-963-236-180-2","",NA,NA,"kart. : Ft 1800.00","hun","XA-HU","",NA,"József Attila Kör: JAK világirodalmi sorozat : Verfasser ; 52","","http://d-nb.info/990400697",NA,"","","Das Geisterschiff <ungar.>","","94,P01",1015,262,47.4979937,19.0403594,"Obexer, Margareth"
"9553",9553,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-325-135-5 kart. : Ft 850.00, IDN:1032509287","","Courths-Mahler","Hedwig"," Kohajda, Gizella [Übersetzer]","Titkos kézfogó / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","2. k.",NA,NA,NA," EX-BB K.",2012,"172 S. ; 18 cm","978-963-325-135-5",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU","",NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Was ist mit Rosmarie? <ungar.>",NA,"13,A46",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9554",9554,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-76-7 kart. : Ft 850.00, IDN:992063965",NA,"Courths-Mahler","Hedwig"," Váry, Alíz [Übersetzer]","A lady hasonmása / Hedwig Courths-Mahler. [Ford. Váry Alíz]","","",NA,NA,NA," EX-BB K.",2008,"139 S. ; 18 cm","978-963-9681-76-7",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Lady Gwendolins Ebenbild <ungar.>",NA,"09,A27,1238",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9555",9555,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-816-6 Festeinband, IDN:108192568X","","Martin","Sabine",NA,"[Die Reliquienjägerin] ; Az ereklyevadász / Sabine Martin ; fordította B. Szabó Károly","","",NA,NA,NA," General Press könyvkiadó",2015,"447 Seiten ; 20 cm","978-963-643-816-6",NA,NA,NA,"Festeinband","hun","XA-HU","",NA,"Regényes történelem","","",NA,"Europa ; Jüdin ; Herkunft ; Geheimnis ; Reliquie ; Diebstahl","","Die Reliquienjägerin","","16,A06",1015,262,47.4979937,19.0403594,"Martin, Sabine"
"9562",9562,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-325-060-0 kart. : Ft 850.00, IDN:1032516852",NA,"Courths-Mahler","Hedwig"," Fábián, Sebestyén [Übersetzer]","Hiába menekülsz / Hedwig Courths-Mahler. [Ford.: Fábián Sebestyén]","","2. k.",NA,NA,NA," EX-BB K.",2011,"204 S. ; 18 cm","978-963-325-060-0",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Wo du hingehst <ungar.>","","13,A46",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9563",9563,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-88-6 kart. : Ft 749.00, IDN:97274682X",NA,"Courths-Mahler","Hedwig",NA,"Tündérujjak / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2004,"170 S. ; 18 cm","963-9480-88-6",NA,NA,NA,"kart. : Ft 749.00","hun","XA-HU","",NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Feenhände <ungar.>",NA,"05,A36,1482",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9567",9567,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-433-5 Festeinband : EUR 8.80, IDN:1035192411","","Ebert","Sabine"," Szabó Károly, B. [Übersetzer]","[Das Geheimnis der Hebamme] ; A bába titka / Sabine Ebert ; fordította B. Szabó Károly","","",NA,NA,NA," General Press",2012,"605 Seiten ; 21 cm","978-963-643-433-5",NA,NA,NA,"Festeinband : EUR 8.80","hun","XA-HU","",NA,"Regényes történelem","Inhaltsverzeichnis [http://d-nb.info/1035192411/04]","",NA,"Freiberg ; Markgraf ; Hebamme ; Intrige ; Geschichte 1179","","Das Geheimnis der Hebamme",NA,"94,P01",1015,262,47.4979937,19.0403594,"Ebert, Sabine"
"9569",9569,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-33-0 kart. : Ft 790.00, IDN:986064076",NA,"Courths-Mahler","Hedwig",NA,"Dorothyért mindent! / Hedwig Courths-Mahler. [Ford.: Bodor Irén]","","",NA,NA,NA," EX-BB K.",2007,"139 S. ; 18 cm","978-963-9681-33-0",NA,NA,NA,"kart. : Ft 790.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Was tut man nicht für Dorothy? <ungar.>",NA,"08,A14,2196",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9572",9572,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-79-8 kart. : Ft 850.00, IDN:992063264",NA,"Courths-Mahler","Hedwig"," Simon, Jolán [Übersetzer]","A szívem mélyén / Hedwig Courths-Mahler. [Ford.: Simon Jolán]","","",NA,NA,NA," EX-BB K.",2008,"154 S. ; 18 cm","978-963-9681-79-8",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Will's tief im Herzen tragen <ungar.>",NA,"09,A28,1743",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9574",9574,"Budapest","59 Belletristik","ISBN:963-8068-98-1 kart. : Ft 336.00, IDN:948500298",NA,"Courths-Mahler","Hedwig",NA,"Diana / Hedwig Courths-Mahler. [Ford.: Komáromy Rudolf]","","",NA,NA,NA," Bastei Budapest K.",1996,"188 S. ; 18 cm","963-8068-98-1",NA,NA,NA,"kart. : Ft 336.00","hun","XA-HU","","","Hedwig Courths-Mahler: [Regények] Hedwig Courths-Mahler regényei, 1950 : Verfasser","","http://d-nb.info/941600645",NA,"","","","","97,G01,1727",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9575",9575,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9681-10-5 kart. : Ft 790.00, IDN:983713626",NA,"Courths-Mahler","Hedwig",NA,"Házasság balkézről / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2006,"140 S. ; 18 cm","963-9681-10-5",NA,NA,NA,"kart. : Ft 790.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Zur linken Hand getraut <ungar.>",NA,"07,A28,1878",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9577",9577,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-355-141-7 Broschur : Ft 3500.00, IDN:1077804679","","Peetz","Monika",NA,"[Sieben Tage ohne] ; Léböjt Hotel : 1 hét. 5 nő. 0 kalória / Monika Peetz ; fordítta Lendvay Katalin","","",NA,NA,NA," Park Könyvkiadó",2015,"351 Seiten ; 21 cm","978-963-355-141-7",NA,NA,NA,"Broschur : Ft 3500.00","hun","XA-HU","",NA,"","","",NA,"Altmühltal ; Frauenfreundschaft ; Fasten","","Sieben Tage ohne","","16,A04",1015,262,47.4979937,19.0403594,"Peetz, Monika"
"9578",9578,"Budapest","59 Belletristik","ISBN:963-296-528-0 kart. : Ft 850.00, IDN:968071627",NA,"Birkner","Friede",NA,"Négylevelű lóhere / Friede Birkner. [Ford.: Várnai Péter]","","",NA,NA,NA," Bastei Budapest K.",2002,"237 S. ; 18 cm","963-296-528-0",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler lányának regényei; Bastei Romantik","","",NA,"","","Vier schöne Frauen <ungar.>",NA,"03,G03,1588",1015,262,47.4979937,19.0403594,"Birkner, Friede"
"9579",9579,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-62-2 kart. : Ft 878.00, IDN:970263767",NA,"Courths-Mahler","Hedwig",NA,"Hajsza az örökségért / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," Ex-BB K.",2003,"301 S. ; 18 cm","963-9480-62-2",NA,NA,NA,"kart. : Ft 878.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei romantik","","",NA,"","","Sag, wo weiltest du so lange? <ungar.>","","05,A11,1614",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9586",9586,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-452-015-3 Festeinband, IDN:1139216422","","Lark","Sarah"," Szalai, Lajos [Übersetzer]","[Die Legende des Feuerberges] ; A tűzhegy legendája / Sarah Lark ; fordította Szalai Lajos","","",NA,NA,NA," General Press Könyvkiadó",2017,"632 Seiten ; 20 cm","978-963-452-015-3","",NA,NA,"Festeinband","hun","XA-HU","",NA,"","","",NA,"","","Die Legende des Feuerberges","","17,A41",1015,262,47.4979937,19.0403594,"Lark, Sarah"
"9589",9589,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-234-569 (falsch) kart. : Ft 158.00, IDN:931369509",NA,"Holland","Katrin",NA,"Tanulj meg szeretni / Katrin Holland. [Ford.: Gáspár Miklós]","","",NA,NA,NA," Sierra",1992,"287 S. ; 16 cm","",NA,NA,NA,"","hun","XA-HU","","","Lady könyvek; Világsiker","","",NA,"","","","","93,G04,1094",1015,262,47.4979937,19.0403594,"Holland, Katrin"
"9591",9591,"Budapest","59 Belletristik","ISBN:963-7920-11-0 kart. : Ft 92.00, IDN:942260112",NA,"Marlitt","E.",NA,"A gránátköves asszony / Marlitt E.","","",NA,NA,NA," Progresszio",1990,"184 S. ; 20 cm","963-7920-11-0",NA,NA,NA,"kart. : Ft 92.00","hun","XA-HU","","","","","",NA,"","","","","95,G02,1552",1015,262,47.4979937,19.0403594,"Marlitt, E."
"9594",9594,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-82-2 kart. : Ft 820.00, IDN:980837480",NA,"Courths-Mahler","Hedwig",NA,"Kegyes hazugság / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2006,"155 S. ; 18 cm","963-7042-82-2",NA,NA,NA,"kart. : Ft 820.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Eine fromme Lüge <ungar.>",NA,"06,A39,1680",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9595",9595,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7319-06-9 kart. : Ft 1990.00, IDN:979202353",NA,"Kubelka","Susanna",NA,"Ofélia úszni tanul / Susanna Kubelka. [Ford.: Mészáros Ilona]","","",NA,NA,NA," Pannonica K.",2005,"332 S. ; 20 cm","963-7319-06-9",NA,NA,NA,"kart. : Ft 1990.00","hun","XA-HU",NA,NA,"Vénusz & Mars","","",NA,"","","Ophelia lernt schwimmen <ungar.>",NA,"07,A01,1879",1015,262,47.4979937,19.0403594,"Kubelka, Susanna"
"9598",9598,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-615-5761-51-5 Broschur, IDN:1175665274","","Schutti","Carolina"," Győri, Hanna [Übersetzer]","[Schutti] ; Mezítláb a selymes fűben / Carolina Schutti ; Győri, Hanna","","",NA,NA,NA," Noran Libro",2018,"107 Seiten ; 20 cm","978-615-5761-51-5",NA,NA,NA,"Broschur","hun","XA-HU","",NA,"Európa női szemmel","","",NA,"Weißrussland ; Waisenkind ; Heimatlosigkeit","","Carolina Schutti: Einmal muss ich über weiches Gras gelaufen sein",NA,"19,A45",1015,262,47.4979937,19.0403594,"Schutti, Carolina"
"9600",9600,"Budapest","59 Belletristik","ISBN:963-11-7691-6 kart., IDN:968087256",NA,"Lind","Hera",NA,"A szupernő / Hera Lind. [Ford. Erős László Antal]","","",NA,NA,NA," Móra Ferenc Könyvk.",2002,"417 S. ; 21 cm","963-11-7691-6",NA,NA,NA,"kart.","hun","XA-HU",NA,NA,"Nők & ők","","",NA,"","","Das Superweib <ungar.>",NA,"03,G03,1751",1015,262,47.4979937,19.0403594,"Lind, Hera"
"9601",9601,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9348-90-2 Pp. : Ft 1480.00, IDN:97105794X",NA,"Honigmann","Barbara",NA,"Zohara utazása / Barbara Honigmann. [Ford.: Jólesz László]","","",NA,NA,NA," Ulpius-Ház",2002,"134 S. ; 19 cm","963-9348-90-2",NA,NA,NA,"Pp. : Ft 1480.00","hun","XA-HU",NA,NA,"","","",NA,"Algerien ; Jüdin ; Vertreibung ; Geschichte 1962 ; Belletristische Darstellung; Straßburg ; Jüdin ; Ehemann ; Kindesentziehung ; Belletristische Darstellung","","Soharas Reise <ungar.>",NA,"04,A24,1519",1015,262,47.4979937,19.0403594,"Honigmann, Barbara"
"9606",9606,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-29-0 kart. : Ft 850.00, IDN:970381441",NA,"Courths-Mahler","Hedwig",NA,"Lahori napsugara / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2003,"221 S. ; 18 cm","963-9480-29-0",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Die Sonne von Lahori <ungar.>","","04,A15,1522",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9608",9608,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9896-56-7 kart. : Ft 850.00, IDN:1010942751",NA,"Courths-Mahler","Hedwig"," Váry, Alíz [Übersetzer]","A Herfort nővérek / Hedwig Courths-Mahler. [Ford.: Váry Alíz]","","",NA,NA,NA," EX-BB K.",2010,"140 S. ; 18 cm","978-963-9896-56-7",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU","",NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Die Schwestern Herfort <ungar.>","","94,P01",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9615",9615,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9500-06-2 Pp. : Ft 1950.00, IDN:971623481",NA,"Duve","Karen",NA,"Esőregény / Karen Duve. [Ford. Nádori Lídia]","","",NA,NA,NA," Books in Print",2002,"331 S. ; 19 cm","963-9500-06-2",NA,NA,NA,"Pp. : Ft 1950.00","hun","XA-HU",NA,NA,"József Attila Kör: JAK világirodalmi sorozat : Verfasser ; köt. 34","","http://d-nb.info/990400697",NA,"","","Regenroman <ungar.>",NA,"04,A31,1429",1015,262,47.4979937,19.0403594,"Duve, Karen"
